facility,plot,Depth,pRLD,pRCD,pRVD
RUT,1,-20,0.537700758980583,4.75,0.000199569815513847
RUT,1,-20,0.472476761165047,8,0.000137620889726345
RUT,1,-20,0.163697971359223,3.25,3.27832976862015E-05
RUT,1,-20,0,0,0
RUT,1,-20,0.00588413616504853,0.5,1.74244120443624E-08
RUT,1,-20,0.0855421237864078,1.5,1.55411840876083E-05
RUT,1,-20,0,0,0
RUT,1,-20,0.0264420206310677,1.5,7.83014970802405E-08
RUT,1,-20,0.00596027888349513,0.5,1.76498901372438E-08
RUT,1,-20,0.0852607208737862,0.5,0.000038912674432635
RUT,1,-20,0.37824902961165,2,0.00038588711877166
RUT,1,-20,0.00244443398058252,0.5,7.2385858956537E-09
RUT,1,-20,0.00141466674757282,0.5,4.18918540495475E-09
RUT,1,-20,0.0379146002427182,1,4.21914254383755E-06
RUT,1,-20,0.602428497572815,11,0.000156993997736168
RUT,1,-20,0.372743874029125,6.25,0.000356200524122448
RUT,1,-20,0.955260580339805,10.5,0.000641957794741275
RUT,1,-20,0.81366723713592,14.5,0.000348683451106498
RUT,1,-20,0.150519217718447,5,3.3742664263352E-06
RUT,1,-20,0.306669748543688,8.5,2.22469469709726E-05
RUT,1,-20,0.915808833252425,12.25,0.000151787789892169
RUT,1,-20,0.224624486893204,4,6.65169796756187E-07
RUT,1,-20,0.224707774514563,4.5,6.65416433153017E-07
RUT,1,-20,0.540951942961165,8,0.000178922677734237
RUT,1,-20,0.0617712317961165,0.5,0.000040621299713469
RUT,1,-20,0.40816525145631,4,0.000136168913727079
RUT,1,-20,0.140803334951456,2,0.000134036502625999
RUT,1,-20,0.0235496084951456,0.5,6.97363339608152E-08
RUT,1,-20,0.0150830427184466,0.5,4.4664695985365E-08
RUT,1,-20,0,0,0
RUT,1,-20,0.148152152427184,3,4.17147242842905E-05
RUT,1,-20,0.0193615419902913,0.5,5.73344119803023E-08
RUT,1,-20,0.107286246601942,3,5.78650090553265E-06
RUT,1,-20,0.380238340048543,8.75,9.22071948194745E-05
RUT,1,-20,0.698147546359222,8.5,0.000308252411096275
RUT,1,-20,0,0,0
RUT,1,-20,0.793988567475728,10.75,0.00043304367148359
RUT,1,-20,0.122360918446602,2.5,0.000024817737312476
RUT,1,-20,0.422216793203882,4,0.000105547254591952
RUT,1,-20,0.31172519199029,3.75,0.000140826486725413
RUT,1,-40,0.662347188592233,9.75,0.000341118814056713
RUT,1,-40,0.5421101092233,8.5,0.000309341558838117
RUT,1,-40,0.135028107038835,4,3.16117560401635E-06
RUT,1,-40,2.25196344393204,7,0.00638484826708888
RUT,1,-40,0,0,0
RUT,1,-40,0.028785917475728,1,2.36745586935254E-06
RUT,1,-40,0.0483615978155338,1,8.21967545370435E-06
RUT,1,-40,0.0144655291262136,1,4.2836082342616E-08
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0.339554017961165,0.5,0.000215161045807187
RUT,1,-40,0.0268685643203882,0.5,7.9564600078519E-08
RUT,1,-40,0,0,0
RUT,1,-40,0.0181824485436893,0.5,5.38428191579415E-08
RUT,1,-40,0.00980213009708738,1.5,2.90265814334228E-08
RUT,1,-40,0,0,0
RUT,1,-40,0.00282933349514562,0.5,8.3783708099095E-09
RUT,1,-40,0,0,0
RUT,1,-40,0.30300948106796,4.5,6.99042239141157E-06
RUT,1,-40,0.0848151941747572,1.5,1.14060847608781E-06
RUT,1,-40,0.0138551604368932,0.5,4.1028627003817E-08
RUT,1,-40,0,0,0
RUT,1,-40,0.0349746247572815,1,1.03568691219307E-07
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0.033493919660194,1,2.84286424134298E-05
RUT,1,-40,0.00574195485436893,0.5,1.70033777878646E-08
RUT,1,-40,0,0,0
RUT,1,-40,0.0041607126213592,0.5,1.23209198180332E-08
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0.03164975,1,1.30027902394651E-06
RUT,1,-40,0.0361495327669902,1,1.0704789004939E-07
RUT,1,-60,0.134917465048543,2,3.99524665355573E-07
RUT,1,-60,0.0463163533980583,1.5,1.09461495595423E-05
RUT,1,-60,0.00424400024271842,0.5,1.25675562148643E-08
RUT,1,-60,0.00970159296116502,0.5,2.87288650321625E-08
RUT,1,-60,0,0,0
RUT,1,-60,0.0104642470873786,0.5,3.098727678551E-08
RUT,1,-60,0.0255817888349513,1,7.57541327797335E-08
RUT,1,-60,0,0,0
RUT,1,-60,0.0105647844660194,1,3.12849931867702E-08
RUT,1,-60,0.144126476213592,0.75,0.000614112492605425
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0.101392006067961,0.5,0.000103981450808162
RUT,1,-60,0.0900734458737863,1.25,0.000119625187238212
RUT,1,-60,0.323231762621357,4.75,0.000231553121809244
RUT,1,-60,0,0,0
RUT,1,-60,0.00252772184466017,0.5,7.48522206369935E-09
RUT,1,-60,0.0566657735436892,1,1.6780165677246E-07
RUT,1,-60,0.023436007038835,0.5,6.93999317761893E-08
RUT,1,-60,0.0692669237864078,2,1.71488879020103E-05
RUT,1,-60,0,0,0
RUT,1,-60,0.0231718536407767,0.5,6.86177071217238E-08
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0.0952954650485435,2,4.99491404687537E-05
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0.0252801769417475,1,7.48609842623088E-08
RUT,1,-60,0.0328704871359222,1,9.73378082997858E-08
RUT,1,-60,0.00448671868932037,0.5,1.32863066438369E-08
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0.0109669334951456,0.5,3.24758581054553E-08
RUT,1,-60,0,0,0
RUT,1,-60,0.0504943155339805,1,1.49526412132216E-07
RUT,1,-60,0.023841115776699,1,7.05995607777605E-08
RUT,1,-60,0.36855631529126,1.75,0.0028454538901775
RUT,1,-60,0.0274616834951455,1,8.1320975412889E-08
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.0789571861650485,1.5,2.33812155963932E-07
RUT,1,-80,0.0988458089805825,2.5,1.11247958183975E-05
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.0307520594660192,0.5,4.0846298560848E-06
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.0392228106796115,2.5,1.16148641426449E-07
RUT,1,-80,0.0788120453883495,2,1.28303489066802E-05
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.00497215558252425,0.5,1.47238077305677E-08
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.00647011019417475,0.5,1.9159629303568E-08
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.0678005084951455,1.5,1.89217046057707E-05
RUT,1,-80,0.0031136958737864,0.5,9.22043932290497E-09
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.0678766514563105,1.5,1.28798288220662E-05
RUT,1,-80,0.0111091148058252,1,3.2896892361953E-08
RUT,1,-80,0,0,0
RUT,1,-80,0.0027287963592233,0.5,8.08065440864917E-09
RUT,1,-80,0.00776699029126213,0.5,2.30000185316186E-08
RUT,1,-80,0.17489701092233,1,6.63803550051842E-05
RUT,1,-80,0.133680704368932,2.5,0.00004003063015648
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.0172258648058252,1,5.10101331348085E-08
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-20,0,0,0
RUT,1,-20,0.354073536650485,8.25,3.81292771238835E-05
RUT,1,-20,0.513096270873785,8,6.58853276230017E-05
RUT,1,-20,0,0,0
RUT,1,-20,0.00238554053398058,0.5,7.0641875784162E-09
RUT,1,-20,1.0759993303398,12,0.000858433933052582
RUT,1,-20,0.14405502645631,5,4.26583290702982E-07
RUT,1,-20,0.205027371359223,4.5,5.96680341489685E-05
RUT,1,-20,0,0,0
RUT,1,-20,0.298504794660193,5,0.00003006121732052
RUT,1,-20,0.0163656327669903,1.5,4.6520389173142E-07
RUT,1,-20,0,0,0
RUT,1,-20,0.0108562917475728,1,3.214821977493E-08
RUT,1,-20,0.140902138592233,2,1.22886397558585E-05
RUT,1,-20,1.25590747888349,17.25,0.000672457364117705
RUT,1,-20,0.46864970752427,7.75,0.00033184504950962
RUT,1,-20,0.542414680582523,3.25,0.001115251633033
RUT,1,-20,0.76561562184466,11.5,0.000280120680486983
RUT,1,-20,0.0745650856796115,2,4.29739810149285E-06
RUT,1,-20,0.211884115048543,5.5,3.16064462363425E-05
RUT,1,-20,0.254773830339805,3.5,5.69122711724885E-05
RUT,1,-20,0.382201522572815,7.25,0.000106207910665701
RUT,1,-20,0.0136124419902912,0.5,4.03098763460588E-08
RUT,1,-20,0.0361983216019418,2,1.07192366208577E-07
RUT,1,-20,0.573680756553397,8,0.000071879027723759
RUT,1,-20,1.0768539407767,7.25,0.000672857694348175
RUT,1,-20,0.126367611650485,2.5,6.82761376778005E-05
RUT,1,-20,0,0,0
RUT,1,-20,0.350791531553397,3.25,0.000526616183067453
RUT,1,-20,0.107632461893204,2,1.49747783458265E-06
RUT,1,-20,0.189007953883495,2,4.16383973595418E-05
RUT,1,-20,0.456005179854368,2,0.00144851986754422
RUT,1,-20,0.112344649514563,3,3.32680861505205E-07
RUT,1,-20,0.258457476941747,8,1.36382763299982E-05
RUT,1,-20,0,0,0
RUT,1,-20,0.0595165419902913,0.5,3.79080109830725E-06
RUT,1,-20,0.117516653883495,2,2.11529394178509E-05
RUT,1,-20,0.371671955097085,4.75,0.000721290413750643
RUT,1,-20,0,0,0
RUT,1,-20,0.00254497111650485,0.5,7.53630206812862E-09
RUT,1,-40,0,0,0
RUT,1,-40,0.0096771985436893,0.5,2.8656626952569E-08
RUT,1,-40,0.00767655752427183,0.5,2.27322242884087E-08
RUT,1,-40,0,0,0
RUT,1,-40,0.0349746247572815,1,1.03568691219307E-07
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0.125856554368932,2.5,1.54191129181854E-05
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0.302641112621358,2,0.00048844607254465
RUT,1,-40,0,0,0
RUT,1,-40,0.00234389660194174,0.5,6.94086949439338E-09
RUT,1,-40,0.0253146759708738,0.5,7.49631442711672E-08
RUT,1,-40,0.20139843276699,3.75,0.000209500615371909
RUT,1,-40,0.0055337354368932,1,1.63867871389652E-08
RUT,1,-40,0.094091977184466,2,2.78630091962585E-07
RUT,1,-40,0,0,0
RUT,1,-40,0.00787763203883495,0.5,2.33276566333585E-08
RUT,1,-40,0,0,0
RUT,1,-40,0.0258905456310678,2,7.6668439601108E-08
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0.0568466390776697,1.5,1.31700975714886E-05
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0.0137028747572816,0.5,4.05776705892687E-08
RUT,1,-40,0.049468733737864,0.5,2.52146099959092E-05
RUT,1,-40,0.0111924024271844,0.5,3.31435285299987E-08
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0.0532689410194172,1,9.1748612274612E-06
RUT,1,-60,0,0,0
RUT,1,-60,0.108468299514563,1.5,5.16779034358535E-05
RUT,1,-60,0,0,0
RUT,1,-60,0.0111924024271844,1,3.31435285299987E-08
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0.0116189461165048,1.5,3.44066317570628E-08
RUT,1,-60,0,0,0
RUT,1,-60,0.045769063592233,0.5,7.7350140547456E-06
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0.029367706067961,1,8.69651898415615E-08
RUT,1,-60,0,0,0
RUT,1,-60,0.0629318497572815,2.5,1.73676437024069E-05
RUT,1,-60,0,0,0
RUT,1,-60,0.00244443398058252,0.5,7.2385858956537E-09
RUT,1,-60,0.0898563478155338,1,3.25971941971782E-05
RUT,1,-60,0.0321566216019415,2,9.52238727056252E-08
RUT,1,-60,0.0835082097087377,1.75,2.58388223776385E-05
RUT,1,-60,0.00924055048543687,1,2.73636020250252E-08
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0.076657892961165,0.5,5.85594448910842E-06
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.0198053349514563,0.5,5.86485952117957E-08
RUT,1,-80,0,0,0
RUT,1,-80,0.00468779320388348,0.5,1.38817392175722E-08
RUT,1,-80,0.127743593932039,2.5,0.0000291708650722
RUT,1,-80,0.0155297951456311,0.5,4.59876428421738E-08
RUT,1,-80,0.0379818643203882,1.5,1.1247388643275E-07
RUT,1,-80,0.00252772184466017,0.5,7.48522206369935E-09
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.00891454417475727,1,2.63982151992218E-08
RUT,1,-80,0.0103708548543689,0.5,3.07107186881993E-08
RUT,1,-80,0,0,0
RUT,1,-80,0.0932502206310677,1,1.90334914999355E-05
RUT,1,-80,0.0313826371359223,0.5,6.6347320611644E-06
RUT,1,-80,0,0,0
RUT,1,-80,0.00323148252427182,0.5,9.5692357285946E-09
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.00277044029126212,0.5,8.203972492672E-09
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.0354327077669902,1,4.58750737421148E-06
RUT,1,-80,0.061316108252427,1.5,3.98804625022992E-05
RUT,1,-80,0.015009859223301,1.5,4.44479817465842E-08
RUT,1,-80,0,0,0
RUT,1,-80,0.056493278883495,2,0.000025710853931723
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.00959391067961165,1,2.84099907845233E-08
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-120,,,
RUT,1,-20,0,0,0
RUT,1,-20,0.44600962791262,4.75,0.000268157476455005
RUT,1,-20,0.171117012621359,2.5,3.90506239390075E-05
RUT,1,-20,0.620273609466018,4.75,0.000326577577093132
RUT,1,-20,0.148745271601942,2,4.42744665682735E-05
RUT,1,-20,0.159694955825242,4.75,0.00005371029002944
RUT,1,-20,0.48897967160194,8.75,0.000232782024547988
RUT,1,-20,0,0,0
RUT,1,-20,0.120431727184466,0.5,0.000025448045615236
RUT,1,-20,0.30076662936893,8.5,7.96215613323363E-06
RUT,1,-20,0.791825028640775,6.25,0.00175322470262678
RUT,1,-20,0.361791738106795,4.25,0.000249540473634082
RUT,1,-20,0.135427804368932,4,1.67656569660126E-05
RUT,1,-20,0.0759785264563105,1,5.49606943564127E-05
RUT,1,-20,0.646396261165047,6.25,0.0002398046311096
RUT,1,-20,0.0316426048543687,1,3.32547626786013E-06
RUT,1,-20,0.00448671868932037,1,1.32863066438369E-08
RUT,1,-20,0.332350341019415,5.5,9.95624823649913E-05
RUT,1,-20,0.871532312864077,8.25,0.00037278724611362
RUT,1,-20,0.387094575970872,5.5,5.09397897045648E-05
RUT,1,-20,0.598671667718445,7.75,0.000657329258188458
RUT,1,-20,0.167841434223301,3.5,2.68133751941242E-05
RUT,1,-20,1.03082338592233,11.5,0.000427422398466405
RUT,1,-20,0.954996934708737,13.5,0.0005293976544329
RUT,1,-20,0,0,0
RUT,1,-20,0.61297603252427,7.5,0.000163975168650999
RUT,1,-20,0.947375803155338,13.5,0.000326738254685525
RUT,1,-20,0,0,0
RUT,1,-20,0.0783640669902912,1,7.66887013659402E-06
RUT,1,-20,0.39767783567961,9.75,0.000182863234250183
RUT,1,-20,0.152860154854369,1,1.44803510860901E-05
RUT,1,-20,0.0408659058252425,2.5,1.21014261338834E-07
RUT,1,-20,0.254806595631068,7.5,1.39241185215978E-05
RUT,1,-20,0.165316164320388,2.5,1.53125504789851E-05
RUT,1,-20,0.149362785194175,3.5,3.48758275921157E-05
RUT,1,-20,0.109436213592233,1.5,7.10687493033482E-06
RUT,1,-20,0.243839662135922,5.5,9.76233192828583E-06
RUT,1,-20,0.137194097572816,2.5,4.06266348548172E-07
RUT,1,-20,0.369334485436893,7.5,0.000131568044066359
RUT,1,-20,0.832055453398058,7,0.000663830102326562
RUT,1,-40,0.026701988592233,1.5,7.90713275136423E-08
RUT,1,-40,0,0,0
RUT,1,-40,0.0051559808252427,0.5,1.52681602998736E-08
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0.0060608162621359,0.5,1.79476063097187E-08
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0.0415381274271843,0.5,5.40520428203933E-06
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0.00264550849514562,0.5,7.83401824060355E-09
RUT,1,-40,0.360296235436892,3,0.000264071328212122
RUT,1,-40,0.10937732038835,1.25,0.000038092050813698
RUT,1,-40,0.079556224514563,0.5,2.81647361612277E-05
RUT,1,-40,0.57534110145631,6.5,0.000208239038199386
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
RUT,1,-40,0.620010174271842,5,0.000879761585992427
RUT,1,-40,0.503884300485435,3.25,0.00217121336814158
RUT,1,-40,0,0,0
RUT,1,-40,0.00688950873786408,0.5,2.04015744554678E-08
RUT,1,-40,0.0488886786407765,2.5,1.44771716311576E-07
RUT,1,-40,1.41416755873786,7.75,0.00201691672440555
RUT,1,-40,0,0,0
RUT,1,-40,0,0,0
